ReviewId,Comment,VADER,ChatGPT,llama-3.3-70b-versatile,Llama-3,Aggregated_Ratio
7672981278,"Công dụng:đánh, tô khi đi tiệc
Kết cấu:đẹp, nhìn là thích
Độ bền màu:màu đẹp

Đẹp ,giao hàng cẩn thận ,tuyệt vời , đóng gói kĩ càng ,shipper dễ thương.",0.0,1.0,1.0,0.9333333333333333,0.8666666666666667
7939238255,"Công dụng:đánh son
Độ bền màu:tạm ổn

Màu son lên chuẩn,lần này mua đc tặng kèm 2 em mask.Màu b605 màu cam đào hơi nude xíu thoi,đánh hằng ngày hoặc làm base xinh xỉu.Màu R601 đỏ nhung thêm ánh hồng và có chút tím,ko sợ đánh lên bị dừ đâu nhưng lưu ý nhỏ là bạn nào sắc tố môi hồng như mình đánh màu này lên sẽ hơi thắm.Bù lại trắng da",0.0,0.7,0.8,0.7,0.775
8158785442,"Độ bền màu:son lì, chất son mịn
Công dụng:shop giao đúng mẫu, màu đẹp, mịn, k bị khô môi, mùi thơm

Rất thích son này",0.0,1.0,0.9,0.9,0.85
8180113982,"Công dụng:son
Độ bền màu:7/10

Shop giao hàng nhanh. Son siêu xinh. Chất kem mịn, môi bạn nào lười tẩy da chết thì cực thích son này luôn. Mùi cũng thơm. Nên mua.",0.0,0.9,0.9,0.9,0.8375
8322290286,"Công dụng:gIao hàng tốt , đóng gói cẩn thận , chì rất mảnh nên khi vẽ ko nên đè mạnh dễ gãy nhưng đc cái là kh
Độ bền màu:không trôi màu, màu đẹp",0.0,0.7,0.8,0.8,0.7875
8455488612,"Công dụng:son môi
Độ bền màu:lâu trôi

Son đẹp, đóng gói gọn gàng, shop còn tặng thêm 2 gói giống như mặt nạ môi. Lần sau sẽ ủng hộ shop nữa",0.0,1.0,0.9,0.8,0.8375
8558401381,"Công dụng:sOn môi
Độ bền màu:rất ok

Nhận được hàng rùi, cũng khá nhanh. Có mùi thơm nhẹ, màu này đẹp, đúng đỏ đất. Cảm ơn shop",1.0,0.9,0.8,0.9,0.95
8567845390,"Công dụng:sOn
Độ bền màu:trung bình

Màu son đẹp, hồng đào ánh đỏ đất, tôn da, mướt môi, ko bị bột vón. Tuy nhiên chất son dễ transfer",0.0,0.5,0.4,0.6,0.6875
8584838517,"Công dụng:Che khuyết điểm, son bóng
Độ bền màu:kem che rất là oke

Cây kem che khuyết điểm nhìn ở ngoài có vẻ ít lắm ạ. Không biết dùng được lâu hay ko. Son và kckđ màu đều rất đẹp",0.0,0.5,0.7,0.6,0.725
8586162722,"Công dụng:sOn môi
Độ bền màu:vừa

Màu siêu siêu đẹp 😻 shop giao hàng nhanh ạ
Lần đầu mình mua k ngờ son đẹp v ạ♥️
Son cầm mượt mà đánh lên môi mềm lắm ạ:)) chúc shop bán được nhiều sản phẩm 🙆‍♀️",1.0,1.0,0.9,0.9333333333333333,0.9791666666666667
8720067928,"Công dụng:son
Độ bền màu:lì

Colorkey không có gì để bàn cãi nữa mọi người nên mua nha giá bình thường 1 cây 175k mình mua 63k 2 cây",0.0,0.8,0.8,0.9,0.8125
8825289276,"Công dụng:son môi có
Độ bền màu:ổn áp

son đẹp lắmmm, giaooo nhanhh nữa :))), son có kim tuyến lắp lánh, màu nàyyyy xinh quáaa",0.0,1.0,0.9,1.0,0.8625
8889291387,tôi là tôi cực thích cái màu 611D ở dưới trong hình nha máaaa nó có nhũ lấp lánh vail thề màu lên cũng cực đẹp 🤯 còn cái b605 ở trên thì dùng làm base màu cũng đẹp chất son cả 2 đều mịn mượt lắm nha ae =))))),0.0,1.0,1.0,0.95,0.86875
8981531869,"Công dụng:Son môi không gây khô môi
Độ bền màu:Tốt

Shop giao hàng nhanh, lần đầu tiên mua và dùng sản phẩm này nhưng mình không thấy hối hận. Đóng gói chắc chắn. Vỏ son cầm nhẹ tay, bên ngoài giống như có phủ một lớp nhung ý, cầm vô mịn tay lắm. Son lên màu cũng giống hình, nếu tô nhiều lớp sẽ đậm hơn. Độ bền màu mình test thử thì thấy cũng khá lì.",0.0,0.9,0.9,0.9,0.8375
9044530266,"Màu son siêu xinh luôn á, chất mịn, thơm nữa. Màu này hợp đánh kiểu nhẹ nhàng để đi học á (mình đánh thì thấy thế còn mn thì k bt)",0.0,0.8,0.8,0.8,0.8
9441065872,"Công dụng:son môi
Độ bền màu:bền màu

Màu đẹp, giá ổn, chất son nhung mịn môi, mua được tặng mặt nạ, nên mua nhé m.n",0.0,0.9,0.9,0.8,0.825
9570211901,"Công dụng:son
Độ bền màu:bình thường

Đẹp lắm , lần này mình mua hộ còn các lần khác toàn mua mình dùng shop đáng iu lắm 🥰 màu này lần trước tui có mua ùi đẹp lắm , shop gửi tặng gương cho tui chắc là vì mua nhiều hoặc trong tháng sinh nhật á",1.0,0.9,0.8,0.8,0.9375
9579820959,"Độ bền màu:khá ổn

Màu siêu xinh chất nhẹ k có cảm giác bị nặng môi còn rất tự nhiên 10đ xuất sắc lun k chê được chỗ nào được tặng kèm thêm gương nữa",0.0,1.0,0.9,0.9,0.85
9598244866,"Công dụng:làm đẹp
Độ bền màu:rất tốt

Lần đầu mua nhưng có ấn tượng khá tốt và mình sẽ còn mua thêm nữa. Bút kẻ mày nhìn rất sang luôn, 1 đầu kẻ xoay ngòi như son môi í 1 đầu thì chuốt. Chưa kể tặng phẩm kèm theo nhiều lắm. Có 1 gương cầm tay, 2 kẹp tóc, 2 khăn ướt tẩy trang và 3 gói kem nền",0.0,0.9,0.9,0.9,0.8375
9711017284,"Công dụng:kẻ mày
Độ bền màu:chống nước

Màu đẹp lắm ạ, gói hàng chỉnh chu gói luôn hộp giấy mình có test thử lên tay thấy màu kiểu nâu sáng màu cũng lợt kh đậm lắm nếu xài màu này phải mua thêm mascara cho chân mày thì màu chân mày gốc mới tệp được, có thử test với nước lì lắm ma sát mạnh mới ra đc xíu",0.0,0.6,0.6,0.6,0.725
10081931842,"Lần đầu đặt hàng và rất bất ngờ khi đc tặng kèm khá nhiều đồ. Mình chỉ mua 1 son + 1 chì kẻ mày nhưng được tặng thêm 1 son và nhiều quà tặng dễ thương. 
Son lên màu khá đẹp. Cây son 0308 lì như ""trâu"" luôn á mn. Cây màu tím lên màu đẹp và mịn lắm mn. 
Nói chung là cũng đáng tiền. Nên mua nha mn. 💋",1.0,1.0,0.9,0.9,0.975
10085129582,"Mê lắm nha cả nhà,mình da trắng nên Mua 4 cây hợp hết 4 cây luônggg Đãaaaaaaa . Màu xinh khỏi bàn rùi đó . Chất son nhìn giống tint nhưng k phải mình k biết miêu tả sao nữa nhưng mềm mịn đánh thích lắm k bị khô môi và khá lì, lâu trôi nha . Với chất lượng này so vs giá thì mình thấy quá okiii. Rì com men nha cả nhà",0.0,1.0,0.9,0.95,0.85625
10089774717,"Công dụng:son
Độ bền màu:bth

Mua 2 thỏi son mà được tặng nhiêu quá. Màu xinh nhé. Mềm môi k khô. Giao hàng nhamh. Đc tặng nhiều đồ quá thanks shop",1.0,0.8,0.9,0.9,0.95
10099320055,"Công dụng:son moi
Độ bền màu:màu siêu xinh

Không biết hãng có nhầm lẫn ko. Mình mua 1 mà được 2. Cây được tặng còn đẹp hơn cây mình mua. Dòng colorkey watery này thì làm lộ viền môi. Còn dòng star version mình được tặng thì siêu đẹp, mềm mịn, độ lì ổn. Màu xinh cực. Vui ghê mua 1 được 2.",0.0,0.9,0.8,0.8,0.8125
10157853586,"Công dụng:son
Độ bền màu:độ bền thì bình thường

Giao hàng cũng khá nhanh , thiết kê nhỏ gọn , chất son cũng mịn mướt nhé , độ bền bình thường thôi nhé",0.0,0.2,0.4,0.6,0.65
10174988779,"Độ bền màu:khá ổn

Nhận hàng mình phải đem đi test liền vì rất mong và chất lượng son xứng đáng với sự chờ đợi của mình. Ban đầu bôi lên thì sẽ có 1 chút bóng dưỡng sau tầm 5p thì set 1 lớp tint mỏng nhẹ màu rất đẹp. Mua 1 son 1 eyeliner mà shop còn tặng mình thêm 1 eyeliner trắng và mặt nạ nữa, thật sự thì với giá này thì mình thấy rẻ vì chất lượng sp khá tốt",-1.0,0.9,0.8,0.8,0.6875
10178914987,"Công dụng:kẻ mày
Độ bền màu:tốt

Shop giao đúng loại, dễ kẻ vs đc shop tặng cho thỏi son sịn vs 2 gói giấy tẩy trang rất cuteo luôn^^",0.0,1.0,0.9,0.8,0.8375
10260431424,"Độ bền màu:khá bền màu

Son màu đẹp chất lì mềm mịn rất ok, mua hàng còn được tặng thêm mấy món xinh xinh , ship tương đối nhanh! Nói chung hài lòng về sp của hãng.",0.0,0.9,0.9,0.8,0.825
10269208903,"Công dụng:lam đẹp
Độ bền màu:tốt

Mua có 1 cây son mà làm quá😚
màu trên vid là khi lem để lại 
màu khá chuẩn nha, không bị hồng mà thiên về nâu nhiều hơn đỏ",1.0,0.7,0.8,0.4,0.8625
10325459122,"Công dụng:lam dep
Độ bền màu:lau troi

Ê màu nâu đất xinh lắm nhaa, màu này đẹp lắm luôn, môi mình có sắc tố hơi hồng sẵn nên màu lên có hơi phớt hồng nhẹ, còn môi ai lên chuẩn là màu xinh xĩu luôn. Đánh ko bị xỉn màu da và răng mà còn trắng lên nữa. Son ko trôi ra ly cốc ống hút … là điểm cộng nữa, chất son lì matte nhé nên nhớ dưỡng môi",1.0,0.9,0.9,0.9,0.9625
10384891581,"Công dụng:son môi
Độ bền màu:khá bền

Giao hàng khá nhanh, đóng gói chắc chắn, màu son siêu đẹp, lên môi vài giây sẽ lì lại. Mua 2 thỏi sẽ được tặng quà như hình",0.0,0.9,0.9,0.9,0.8375
10401059465,"Công dụng:son môi
Độ bền màu:siêu lâu trôi

Vỏ son cầm chắc tay, xịn sò, 
Chất son ẩm mịn, đẹp, thơm nhẹ, bám lâu, 
Mình mua đc sale nên quất 2 màu luôn, màu R301 nhẹ nhàng, màu 300 màu đậm hơn 1 tí nhưng cả mix xinh lắm, 
Còn đc tặng 2 miếng nạ siêu kute",0.0,1.0,0.9,0.9,0.85
10489924344,"Công dụng:làm đẹp
Độ bền màu:tốt

Shop giao hàng nhanh. Vỏ son lì siu đẹp, mùi thơm dễ chịu đánh lên môi đẹp shop còn tặng quà nx😊",1.0,1.0,0.9,0.9,0.975
10530857742,"Công dụng:son
Độ bền màu:đẹp

Shop giao hàng siêu chất lượng luôn nha, màu son đẹp mình rất thích, cây son nhìn cũn rất xinh nữa ủng hộ shop nha",0.0,1.0,0.9,0.9,0.85
10646568383,"Độ bền màu:ok
Công dụng:son

Hàng quốc tế nhưng giao nhanh, đóng gói kỹ, còn tặng thêm quà nữa, son thì màu ok, ko vay ra khẩu trang nữa, nói chung sẽ ủng hộ",0.0,0.8,0.8,0.7,0.7875
10661907895,"Công dụng:son
Độ bền màu:tạm

Màu son siêu ưng nha, mua lần 2 rồi.  Son lên mướt mịn lắm nà. Un nước k trôi nhung ăn chính thì trôi",0.0,0.6,0.6,0.8,0.75
10665085242,"Công dụng:Son màu lỳ
Độ bền màu:Rất bền

Mua lần 2 vì lần 1 mua thử 1 thỏi mà dùng mê zl. Nhẹ môi, k dính, k bột mà bềnnnnn màu kinh khủng. Mình hay bôi 2 lớp, lớp 1 base xong khô thì bôi lớp 2 phía trong lòng môi thì nhiều hôm đi làm ăn uống về xong vẫn còn đẹp luôn choidu. Ship khá nhanh so với hàng qte mỗi tội son hơn ít 🥲 Mê quá dùng hàng ngày thì khoảng 1,5-2 tháng là hết",0.0,0.9,0.9,0.85,0.83125
10692446907,"Công dụng:son môi
Độ bền màu:tốt

Màu son đẹp đinn luôn á trời lại còn mịn mướt nữa😘màu này đánh lên trắng da lém nha mà kh bị vàng răng. Mn có thể tham khảo màu này nhé vì xinh lémmm. Shop giao hàng cũng nhanh lắm ạ😁",1.0,1.0,0.9,0.9,0.975
10808949565,"Công dụng:son

Màu son lên rấc xinh nha chất mịn che phủ rảnh môi tốt độ bên màu thì tạm thui nha shop giao nhanh đóng gói cẩn thận còn có quà nữa hehe iu shop",0.0,0.8,0.8,0.8,0.8
10826443351,"Son P307 màu tự nhiên. Đánh đi học rất đẹp lun. Ảnh mình chụp bằng cam thường, ảnh cuối mix với bbia màu 38 . M muốn pass lại son này giá rẻ, test thử 1 lần, m đảm bảo son mới nguyên,còn nguyên vỏ, hộp, lí do là vì mình muốn trải nghiệm thêm nhiều loại son mới. B nào mua ib shopee mình bán rẻ nhé",0.0,0.8,0.8,0.8,0.8
10941209895,"Độ bền màu:tốt
Công dụng:làm đẹp

Son lên màu đẹp, chất son lì, phải dùng nước tẩy trang mới sạch được
Vỏ son mịn, cầm thích mê luônnn
Shop tặng kèm mask ạ",0.0,0.9,0.8,0.8,0.8125
11112552882,"Bao bì:đẹp
Kinh nghiệm sử dụng:đã sử dụng
Làm đẹp:good

Chất son mỏng mịn, màu cực kì ưng , quan trọng nhất là không gây khô môi, bong tróc da môi, nhãn bao bì đẹp, dc tặng mút trang điểm và 1 mask B5. Very very good",1.0,1.0,0.9,0.9333333333333333,0.9791666666666667
11141492337,"Hiệu ứng làm đẹp:nhu mo ta
Lợi ích:xinh
Làm đẹp:xinh

giao hàng đúng hạn, đóng gói siu siu cẩn thận. son đúng như mô tả. chất son bóng bóng ciu ciu. giá cả vừa xinh. nchung ưng lắm mng. son xinh điên lên!",0.0,1.0,0.9,0.9,0.85
11249728889,"Mua trúng đợt sale giá đã rẻ rồi còn đc shop tặng quá trời quà, hời ơi là hời, mua 2 cây son đc tặng 1 mặt nạ, 1 gương, 1 hộp bông tẩy trang ta nói nó ưng gì đâu, còn về son thì màu siu thích nha, son đẹp và lì trên môi, thích nhất R300 ❤️",0.0,1.0,1.0,1.0,0.875
11283429080,"Hiệu ứng làm đẹp:dễ hợp mí các loại da
Kinh nghiệm sử dụng:mua nhiều mầu
Bao bì:đẹp

tôn da. Lâu trôi. Mình đã dùng hết 1 hộp và mua lại. Lần này mua 3 mầu luôn. Bên shop rất tâm lý khi còn tặng kèm cả đắp mặt nạ. Bông phấn và bông tẩy trang",0.0,0.9,0.9,0.9,0.8375
11311069362,"Bao bì:dep
Kinh nghiệm sử dụng:chưa sd bao giờ
Lợi ích:son môi

Shop gửi hàng khá nhanh, đóng gói cẩn thận, mua 2 thỏi được tặng thêm 1 mặt nạ và 1 mút tán, son 0308 màu khá đẹp, tôn da, chất son ban đầu lỏng và bóng, sau khi đánh chờ khoảng 10-15s son sẽ set dần trên môi thành màu lì, bao bì thỏi son cũng đẹp hơn so với giá thành, cầm khá chắc tay, ủng hộ Địch Lệ Nhiệt Ba đại diện của hãng! ❤️‍🔥",-1.0,0.9,0.9,0.95,0.71875
11530694932,"trời ơi son xinh lắm nha mn, còn đc tặng 1 mask nữa, son khi đánh vào môi đợi mấy giây sau là nó sẽ tự tệp vào môi mình lun, uống nước ko trôi son lun nhé, mùi son thơm lắm, kiểu ngọt ngọt như kẹo vậy á. rcm màu p307 cho mn nè, màu tự nhiên đánh xinh lắmmm😗🫶",1.0,1.0,1.0,0.95,0.99375
11530850638,"Làm đẹp:son lỳ nha, lên màu cực chuẩn
Bao bì:xịn luôn
Kinh nghiệm sử dụng:sẽ mua thêm vài cây nữa

lên màu cực chuẩn, lỳ không trôi và cực kỳ hợp tone da",0.0,1.0,1.0,0.9333333333333333,0.8666666666666667
11543222625,"Lợi ích:Son Môi
Bao bì:Đẹp
Làm đẹp:Giá Rẻ

Son nội địa trung chất son khá lỳ, cũng dễ sài không có mùi nồng 230k cho 2 cây son còn được tặng thêm gương rất xinh và vài chiếc mặt nạ",0.0,0.8,0.8,0.8,0.8
11548393053,Giao hang cũng khá nhanh. Shipper dễ thương. Săn sale nên giá quá hời. Màu son bóng lì đẹp. Rất ưng luôn đẹp xĩu. Cảm ơn shop.,0.0,1.0,1.0,0.9,0.8625
11590147863,Son đẹp . Nhỏ xinh . Cầm chắc tay . Đc tặng 2 miếng j đấy . Dich ra lại là khăn tẩy trang chứ không phải mặt nạ . Son đánh mướt mịn . Lên màu cũng nhẹ nhàng . Nên tẩy kĩ tcb trên môi đi r dùng chứ k nó lộ luôn cái lớp tế bào chết . hình ảnh mang tính chất nhận xu thôi ...,0.0,0.5,0.8,0.8,0.7625
11615321494,"Hiệu ứng làm đẹp:nice
Làm đẹp:good

Ship nhanh, shop chăm sóc khách hàng rất tốt, mình đặt nhầm 2 307 vẫn note để đổi sang 1 307 và 1 301. 2 màu này lên môi mình ko khác nhau là mấy
Chất son mịn, dính tầm 10s rồi hết
Shop tặng quá trời quà luôn. Thank you so much",1.0,1.0,0.9,0.95,0.98125
11618139015,"Kinh nghiệm sử dụng:hơi lì
Làm đẹp:môi
Hiệu ứng làm đẹp:tốt

Son xinh nhé, lên màu ok. Màu mình rất thích, hàng quốc tế giao nhanh,",0.0,0.8,0.8,0.8,0.8
11664116641,"Lợi ích:son moi
Làm đẹp:màu đẹp
Bao bì:p306

Son đẹp đóng gói cẩn thận giá thành ok nên mua son này sd đã thấy review nhiều",1.0,0.8,0.8,0.8,0.925
11691051999,"Xinh lắm luôn á. Giao nhanh hơn dự kiến nhiều! Bao bì đẹp, đc tặng 2 miếng khăn giấy tẩy trang. Màu base đỏ hồng đậm nha, chất tint thơm, bôi lên khô liền trên môi ko sợ dính răng, tươi lắm mua đi mn!",0.0,1.0,1.0,0.98,0.8725
11722452351,"Son sale rẻ mà vỏ son cũng đẹp cầm thích tay, chất son cx ok luôn, màu chuẩn đánh lên trắng da với răng lắm",1.0,0.9,0.9,0.9,0.9625
11774556323,"êm thật sự mn oi , giá rẻ , màu đẹp, giao hàng nhanh , êm như rì viu z ah mn nên mua thử nha",0.0,1.0,0.9,0.9333333333333333,0.8541666666666667
11859537376,"Độ bền màu:bền vl
Công dụng:đánh vào mỏ

tầm gần tuần là có hàng, hàng quốc tế ship vậy là ok rui. Shop gói hàng cẩn thận, tặng kèm quà là 2 gói gì đó hình như bông tẩy trang. Son lên màu đẹp, chuẩn và rất lì, lau cũng k trôi lun. Nchung nên mua nha. cho shop 5 sao🥰",1.0,1.0,1.0,0.95,0.99375
11956389612,"Công dụng:perfect
Độ bền màu:7/10

Lần đầu thử dòng Colorkey nên mình chọn màu cơ bản. Nhận rồi thấy son dễ tán, chất son mịn ko khô và lên màu đẹp bất chấp đôi môi khiến bao màu ngả cánh sen của mình :) biết thế đặt màu cháy hơn cho bõ công chờ 5 ngày. 
Săn dc giá tốt mà son đẹp nên như 1 chiếc ghế: 5 sao ko phải bàn =)))",1.0,0.9,0.9,0.95,0.96875
11971433776,"Công dụng:son
Độ bền màu:lì

Sản phẩm tốt. Hàng chính hãng. Giá lại rẻ. Màu xinh. Độ bán ok. Còn được tặng thêm quà nữa. Gương và kẹo tóc trông xinh xắn mà rất chắc chắn nhé ah. Cực kì ưng luôn. Sẽ ủng hộ thêm ạ",0.0,1.0,1.0,0.95,0.86875
11975510094,"Cây kem lì này thì có mùi ngọt như bánh
Màu ở ngoài cũng khá xinh, nhẹ nhàng
Lớp base nhạt, cũng không lì lắm đâu, nhưng mà nếu môi không bị thâm thì dùng nhìn tự nhiên lắm nha",0.0,0.7,0.6,0.6,0.7375
12133697316,"Giao hàng từ nước ngoài nhưng khá nhanh, đóng gói chắc chắn. Son đánh lên màu siêu xinh, mịn như nhung mà không gây khô môi, mùi thơm vị hơi ngọt dịu thích lắm. Ăn uống đồ nước dầu mỡ son sẽ trôi nhưng để lại lớp base khá ổn, nhìn tự nhiên. Son k dính khi uống ống hút nha. Mình sẽ thử thêm màu khác",0.0,0.9,0.9,0.9,0.8375
12153719624,"Son màu đẹp lắm đúng ý mình, cam đất. Packaging cũng xinh, gói cẩn thận và tặng thêm 2 mặt nạ (?). Hơi bất ngờ vì phần chổi dài hâhhaaha nhưng cute 10 điếm",1.0,0.9,0.9,0.9,0.9625
12234416131,Son phải nói là xuất sắc. Màu đẹp. Hợp với người da hơi tối màu như mình. Son đánh lên môi mỏng nhẹ. Đợi son khô lại k bị bết dính nữa. Uống nước k hề lem ra cốc. Nói chung là đỉnh. Nên mua bà con nhé,0.0,1.0,1.0,0.96,0.87
12251965980,"Kinh nghiệm sử dụng:dễ sử dụng
Lợi ích:son lì
Hiệu ứng làm đẹp:màu đẹp, lên màu chuẩn

Shop giao hàng nhanh, tuy mình mua 1 cây son thôi nhưng shop vẫn tặng thêm 2 mặt nạ 🥰😘 , quá là tuyệt vời luôn, màu lên đẹp, chuẩn , don thơm, mn nên mua ạ",1.0,1.0,0.9,0.9,0.975
12278293734,"Công dụng:ok
Độ bền màu:ok

Nhận hàng rất nhanh. Khui ra mới biết đc tặng kèm quà mặc dù mua có 2 cây son thôi. Tặng kèm và gương barbie cưng mún xĩu lun. Tặng thêm 2 mask nữa chứ. Màu son em này rất ưng. Thoa lên là set màu liền , mềm môi nhưng độ bám rất tốt. Nếu mua son tint thì mua em này là xức xắc cho độ bàm màu và lên màu đẹp nha. Đáng tiền mua.",0.0,1.0,0.9,0.9,0.85
12357013593,"Cây son nhìn rất đẹp, son ko lem khẩu trang màu son này rất thích hợp cho các bạn đi học đi chơi nhẹ nhàng, mùi rất dễ chịu ,được tặng 2 tẩy trang",0.0,0.9,0.9,0.9,0.8375
12437515110,"Son lên màu rất xinhhh. Tui đanh combo 300 và 319 lên màu như này nà, lên ảnh có nhạt bớt một tí… chụp hoàn toàn bằng cam thường chưa chỉnh gì nên các bà tham khảo nhen. Son rất bám và đúng nhu review là uống nước hay hun hít thì ko xi nhê nhưng nếu đi ăn uống thì sẽ phải dặm lại",0.0,0.8,0.6,0.8,0.775
12489895430,"Độ bền màu:khá tốt

Son đẹp lắm luônnnnnnnnn! Màu sin siêu đẹp dù đánh nhạt hay đậm. Chất son cũng đỉnh, hương thơm cũng ngon 😂. Bền màu nếu không ăn uống, ăn uống không trôi hết để lại son ở lòng môi, lì không dính cốc hay khẩu trang, ăn uống có dầu mỡ thì trôi gần hết. Nói chung ưng sẽ mua lại màu khác nếu có cơ hội.",-0.07012487992315086,0.9,0.9,0.8,0.8162343900096062
12492336414,"Công dụng:son môi
Độ bền màu:ổn

Son màu đẹp, lên môi mịn nhẹ tênh, khâu bao bì rất tốt cho cảm giác an tâm sản phẩm chất lượng. Còn được tặng mặt nạ và kẹp tóc. Cám ơn shop",0.0,0.9,0.9,0.9,0.8375
12492346006,"Độ bền màu:ok
Công dụng:ok

Sản phẩm ok 
Có mùi hương nhè nhẹ
Hàng khá xịn xò
Chưa sử dụng nên chưa bt độ bền màu ntn
Nói chung cũng tuyệt vời nhé 
Hihi",1.0,0.7,0.8,0.85,0.91875
12495105634,"Đỉnh quá mn oiii, xinh xỉu từ bao bì đến màu son lun á. Môi tui chưa đánh che khuyết điểm hay gì đâu ạ. Với gu của tui thì màu này tui rất ưng nheee. Son thơm mùi hơi ngọt ngọt giống như kẹo mút, ko bị hắc quá",0.0,1.0,0.9,0.8,0.8375
12566436806,"Độ bền màu:tốt

son siêu xinh luôn đúng màu hồng mà mình muốn,son có mùi thơm ngọt ngọt và lì lắm nha shop tặng kèm thêm 2 miếng mask 🫶",0.0,0.9,1.0,0.9,0.85
12591074015,"Công dụng:làm đẹppp
Độ bền màu:tốttttt

Son ổn lắm mn ạ, mỗi cái do em chọn màu hơi xu thoi :<<< son lúc đầu mn nên làm theo lưu ý ở shop nhé, tại lúc đầu em tô thấy nhạt xong lúc sau mới trộn đều đc son nên lên màu ok hơn.Mùi thơm dịu, lúc đầu tô son thấy như bôi son dưỡng ẩm ấy,cọ mềm, xong chất son ướt ướt, lúc đầu em còn tưởng son bóng cơ, nhma lúc sau son khô r thì k phải :>>>> ta nói môi nó mềmmmm .Em tô son 1 lớp mỏng ấy, quệt lại có 2 lần thôi mà sau lau k ra kun, em dùng nc tẩy trang kia thì nó như hình ạ, ra k nhiều mấy, mãi sau em mới ""kì,cọ"" đc hết son , nhma vẫn còn 1 ít ở da chết của môi.Nên mua nhe mn , ai da ngăm mà muốn mặt sáng hẳn khi tô son thì né màu 311 ra nhe, tại em dùng nhìn nó k tươi lắm, mà thiên về hướng đẹp tự nhiên hơn ( nếu tô nhạt)",-1.0,0.7,0.8,0.85,0.66875
12621389036,"Công dụng:làm đẹp
Độ bền màu:tốt

Son rất tốt. Lì. Mình uống nước ko bị dính son hay trôi. Tuy nhiên đẹp hay ko tùy sắc tố môi mỗi người, theo mình nên đánh kem r ms bôi son cho đẹp chứ ko thì xấu lắm.",0.0,0.5,0.6,0.7,0.725
12745862127,"giao hàng nhanh, đóng gói sản phẩm cẩn thận
son đẹp màu đẹp, thơmmm, tint lì, lên môi ẩm mịn thích lắm còn được shop tặng quà nữa 
nói chung là nên mua nhaa",0.0,1.0,0.9,0.9,0.85
