ReviewId,Is_Valid,Is_Seeding,Worker1_Llama8B,Worker2_Llama70B,Worker3_Llama8B_Backup,Referee_GPT4oMini,Final_Score
10692446907,TRUE,FALSE,"{'pos': ['màu son đẹp', 'mịn mướt', 'trắng da lém', 'không bị vàng răng'], 'neg': []}","{'pos': ['màu son đẹp', 'mịn mướt', 'giao hàng nhanh'], 'neg': []}","{'pos': ['màu son đẹp', 'mịn mướt', 'trắng da lém', 'không bị vàng răng'], 'neg': []}","{'pos': ['màu son đẹp', 'mịn mướt', 'trắng da lém', 'không bị vàng răng'], 'neg': []}",1
10808949565,TRUE,FALSE,"{'pos': ['màu đẹp', 'mịn', 'chất mịn', 'che phủ rảnh', 'tạm thui', 'giao nhanh', 'đóng gói cẩn thận'], 'neg': []}","{'pos': ['màu đẹp', 'giao nhanh', 'đóng gói kỹ'], 'neg': []}","{'pos': ['mịn', 'giao nhanh', 'đóng gói kỹ'], 'neg': []}","{'pos': ['màu đẹp', 'mịn', 'chất mịn', 'che phủ rảnh', 'giao nhanh', 'đóng gói cẩn thận'], 'neg': []}",1
10826443351,TRUE,FALSE,"{'pos': ['đẹp'], 'neg': []}","{'pos': ['màu tự nhiên', 'đánh đẹp'], 'neg': []}","{'pos': [], 'neg': []}","{'pos': ['màu tự nhiên', 'đánh đẹp'], 'neg': []}",1
10941209895,TRUE,FALSE,"{'pos': ['màu đẹp', 'chất son lì', 'vỏ son mịn'], 'neg': []}","{'pos': ['son lên màu đẹp', 'chất son lì', 'vỏ son mịn'], 'neg': []}","{'pos': ['lì', 'mịn', 'đẹp'], 'neg': []}","{'pos': ['màu đẹp', 'chất son lì', 'vỏ son mịn'], 'neg': []}",1
11112552882,TRUE,FALSE,"{'pos': ['chất son mỏng mịn', 'màu cực kì ưng', 'không gây khô môi', 'bong tróc da môi', 'nhãn bao bì đẹp'], 'neg': []}","{'pos': ['chất son mỏng', 'màu ưng', 'không gây khô môi'], 'neg': []}","{'pos': ['mịn', 'đẹp', 'xịn'], 'neg': []}","{'pos': ['chất son mỏng mịn', 'màu cực kì ưng', 'không gây khô môi', 'nhãn bao bì đẹp'], 'neg': []}",1
11141492337,FALSE,TRUE,{},{},{},{},0.5
11249728889,FALSE,TRUE,{},{},{},{},0.5
11283429080,TRUE,FALSE,"{'pos': ['tôn da', 'lâu trôi', 'nhãn bao bì đẹp'], 'neg': []}","{'pos': ['tôn da', 'lâu trôi', 'đóng gói cẩn thận'], 'neg': []}","{'pos': ['đẹp', 'xịn', 'tôn da'], 'neg': []}","{'pos': ['tôn da', 'lâu trôi', 'nhãn bao bì đẹp'], 'neg': []}",1
11311069362,TRUE,FALSE,"{'pos': ['giao nhanh', 'đóng gói cẩn thận', 'màu khá đẹp', 'tôn da', 'chất son ban đầu lỏng và bóng'], 'neg': []}","{'pos': ['giao nhanh', 'đóng gói cẩn thận', 'màu đẹp'], 'neg': []}","{'pos': ['đẹp', 'xịn', 'giao nhanh'], 'neg': []}","{'pos': ['giao nhanh', 'đóng gói cẩn thận', 'màu đẹp', 'bao bì đẹp'], 'neg': []}",1
11530694932,TRUE,FALSE,"{'pos': ['màu tự nhiên', 'đánh xinh lắmmm'], 'neg': []}","{'pos': ['son xinh', 'màu đẹp', 'giao nhanh'], 'neg': []}","{'pos': ['thơm', 'tự nhiên', 'xinh'], 'neg': []}","{'pos': ['màu đẹp', 'giao nhanh', 'tặng quà'], 'neg': []}",1
11530850638,TRUE,FALSE,"{'pos': ['lên màu cực chuẩn', 'lị không trôi', 'cực kỳ hợp tone da'], 'neg': []}","{'pos': ['lên màu chuẩn', 'lì', 'hợp tone da'], 'neg': []}","{'pos': ['lì', 'chỉ', 'hợp tone da'], 'neg': []}","{'pos': [], 'neg': []}",0.5
11543222625,TRUE,FALSE,"{'pos': ['chất son khá lỳ', 'dễ sài', 'không có mùi nồng'], 'neg': []}","{'pos': ['chất son lỳ', 'dễ sử dụng', 'giá rẻ'], 'neg': []}","{'pos': ['lì', 'dễ sài', 'đẹp'], 'neg': []}","{'pos': [], 'neg': []}",0.5
11548393053,TRUE,FALSE,"{'pos': ['giao hàng khá nhanh', 'màu son bóng lì đẹp'], 'neg': []}","{'pos': ['giao nhanh', 'màu son đẹp', 'giá hời'], 'neg': []}","{'pos': ['đẹp', 'xịu', 'giao nhanh'], 'neg': []}","{'pos': [], 'neg': []}",0.5
11590147863,TRUE,FALSE,"{'pos': ['son đẹp', 'nhỏ xinh', 'cầm chắc tay', 'đc tặng 2 miếng j'], 'neg': []}","{'pos': ['son đẹp', 'nhỏ xinh', 'cầm chắc tay'], 'neg': []}","{'pos': ['mướt mịn', 'nhẹ nhàng', 'xinh'], 'neg': []}","{'pos': ['son đẹp', 'nhỏ xinh', 'cầm chắc tay', 'mướt mịn', 'nhẹ nhàng'], 'neg': []}",1
11615321494,TRUE,FALSE,"{'pos': ['ship nhanh', 'chất son mịn', 'dính tầm 10s rồi hết'], 'neg': []}","{'pos': ['ship nhanh', 'chất son mịn', 'tặng quà'], 'neg': []}","{'pos': ['mịn', 'dính', 'tốt'], 'neg': []}","{'pos': ['ship nhanh', 'chất son mịn', 'tặng quà'], 'neg': []}",1
11618139015,TRUE,FALSE,"{'pos': ['son xinh', 'lên màu ok', 'hàng quốc tế giao nhanh'], 'neg': []}","{'pos': ['son xinh', 'lên màu ok', 'giao nhanh'], 'neg': []}","{'pos': ['tốt', 'ok', 'xinh'], 'neg': []}","{'pos': ['son xinh', 'lên màu ok', 'giao nhanh'], 'neg': []}",1
11664116641,TRUE,FALSE,"{'pos': ['son đẹp', 'đóng gói cẩn thận', 'giá thành ok'], 'neg': []}","{'pos': ['son đẹp', 'đóng gói cẩn thận', 'giá ok'], 'neg': []}","{'pos': ['đẹp', 'cẩn thận', 'ok'], 'neg': []}","{'pos': ['son đẹp', 'đóng gói cẩn thận', 'giá thành ok'], 'neg': []}",1
11691051999,TRUE,FALSE,"{'pos': ['bao bì đẹp', 'đc tặng 2 miếng khăn giấy tẩy trang'], 'neg': []}","{'pos': ['xinh', 'giao nhanh', 'bao bì đẹp'], 'neg': []}","{'pos': ['xinh', 'đẹp', 'tươi'], 'neg': []}","{'pos': ['xinh', 'giao nhanh', 'bao bì đẹp'], 'neg': []}",1
11722452351,TRUE,FALSE,"{'pos': ['son sale rẻ', 'vỏ son đẹp', 'chất son cx ok'], 'neg': []}","{'pos': ['giá rẻ', 'vỏ son đẹp', 'chất son ok'], 'neg': []}","{'pos': ['đẹp', 'cầm thích tay', 'chỉ'], 'neg': []}","{'pos': ['son sale rẻ', 'vỏ son đẹp', 'chất son ok'], 'neg': []}",1
11774556323,TRUE,FALSE,"{'pos': ['giá rẻ', 'màu đẹp', 'giao hàng nhanh'], 'neg': []}","{'pos': ['giá rẻ', 'màu đẹp', 'giao nhanh'], 'neg': []}","{'pos': ['rẻ', 'đẹp', 'nhanh'], 'neg': []}","{'pos': ['giá rẻ', 'màu đẹp', 'giao hàng nhanh'], 'neg': []}",1
11859537376,TRUE,FALSE,"{'pos': ['son lên màu đẹp', 'chất son lì', 'lau cũng k trôi lun'], 'neg': []}","{'pos': ['giao nhanh', 'son lên màu đẹp', 'lì'], 'neg': []}","{'pos': ['đẹp', 'chỉ', 'lì'], 'neg': []}","{'pos': ['son lên màu đẹp', 'chất son lì', 'lau cũng k trôi lun'], 'neg': []}",1
11956389612,TRUE,FALSE,"{'pos': ['son dễ tán', 'chất son mịn ko khô', 'lên màu đẹp'], 'neg': []}","{'pos': ['chất son mịn', 'lên màu đẹp', 'giá tốt'], 'neg': []}","{'pos': ['dễ tán', 'mịn', 'đẹp'], 'neg': []}","{'pos': ['son dễ tán', 'chất son mịn', 'lên màu đẹp'], 'neg': []}",1
11971433776,TRUE,FALSE,"{'pos': ['sản phẩm tốt', 'hàng chính hãng', 'giá lại rẻ', 'màu xinh'], 'neg': []}","{'pos': ['sản phẩm tốt', 'giá rẻ', 'màu xinh'], 'neg': []}","{'pos': ['tốt', 'chính hãng', 'rẻ'], 'neg': []}","{'pos': ['sản phẩm tốt', 'hàng chính hãng', 'giá lại rẻ', 'màu xinh'], 'neg': []}",1
11975510094,TRUE,FALSE,"{'pos': ['mùi ngọt như bánh', 'màu ở ngoài cũng khá xinh'], 'neg': []}","{'pos': ['mùi ngọt', 'màu xinh', 'lớp base nhạt'], 'neg': []}","{'pos': ['xinh', 'nhẹ nhàng', 'tự nhiên'], 'neg': []}","{'pos': ['mùi ngọt như bánh', 'màu xinh', 'nhẹ nhàng'], 'neg': []}",1
12133697316,TRUE,FALSE,"{'pos': ['son đánh lên màu siêu xinh', 'mịn như nhung', 'không gây khô môi'], 'neg': []}","{'pos': ['giao nhanh', 'son đánh màu xinh', 'mịn'], 'neg': []}","{'pos': ['xinh', 'mịn', 'thơm'], 'neg': []}","{'pos': ['son đánh lên màu siêu xinh', 'mịn như nhung', 'không gây khô môi'], 'neg': []}",1
12153719624,TRUE,FALSE,"{'pos': ['son màu đẹp lắm', 'packaging cũng xinh'], 'neg': []}","{'pos': ['son màu đẹp', 'packaging xinh', 'tặng quà'], 'neg': []}","{'pos': ['đẹp', 'xinh', 'cute'], 'neg': []}","{'pos': ['son màu đẹp lắm', 'packaging cũng xinh'], 'neg': []}",1
12234416131,TRUE,FALSE,"{'pos': ['xuất sắc', 'đẹp', 'đỉnh', 'tuyệt vời'], 'neg': []}","{'pos': ['xuất sắc', 'màu đẹp', 'đỉnh'], 'neg': []}","{'pos': ['xuất sắc', 'đẹp', 'đỉnh', 'tuyệt vời'], 'neg': []}","{'pos': ['xuất sắc', 'đẹp', 'đỉnh'], 'neg': []}",1
12251965980,TRUE,FALSE,"{'pos': ['giao hàng nhanh', 'tuyệt vời', 'đẹp', 'chuyên nghiệp'], 'neg': []}","{'pos': ['màu đẹp', 'giao hàng nhanh', 'tuyệt vời'], 'neg': []}","{'pos': ['giao hàng nhanh', 'tuyệt vời', 'đẹp', 'chuyên nghiệp'], 'neg': []}","{'pos': ['giao hàng nhanh', 'tuyệt vời', 'đẹp'], 'neg': []}",1
12278293734,TRUE,FALSE,"{'pos': ['nhanh', 'tuyệt vời', 'đẹp', 'xinh xỉu'], 'neg': []}","{'pos': ['nhận hàng nhanh', 'tặng kèm quà', 'màu son ưng'], 'neg': []}","{'pos': ['nhanh', 'tuyệt vời', 'đẹp', 'xinh xỉu'], 'neg': []}","{'pos': ['nhận hàng nhanh', 'tặng kèm quà', 'màu son ưng', 'đẹp'], 'neg': []}",1
12357013593,TRUE,FALSE,"{'pos': ['xinh', 'đẹp', 'thích hợp'], 'neg': []}","{'pos': ['cây son đẹp', 'mùi dễ chịu', 'được tặng'], 'neg': []}","{'pos': ['xinh', 'đẹp', 'thích hợp'], 'neg': []}","{'pos': ['đẹp', 'thích hợp', 'mùi dễ chịu', 'được tặng'], 'neg': []}",1
